app,view,panel,classification,text,"app_version",disabled
"GMC-034","GMC Btool Configuration Analysis Summary Indexing","btool,health_assessments","Configuration_Files","","index=`setup_summary_index` sourcetype=""splunk:config:btool:web"" 
| rex ""etc/((apps|master-apps|slave-apps)/)?[^/]+/(default|local)/(?<file>\w+\.conf)\s+\[(?<stanza>.+?)\]"" 
| multikv noheader=t 
| rex ""(?<SPLUNK_HOME>.*?)/etc/(?<app_folder>apps|master-apps|system|slave-apps)/((?<app>.*)/)?(?<directory>default|local)/(?<file>\w+\.conf)""",0
"GMC-035","GMC Job Execution Details including GMC DM in the last 24 hours","gmc,health_assessments",GMC,,"| tstats SUMMARIESONLY=TRUE ALLOW_OLD_SUMMARIES=FALSE 
    latest(Search_Activity.Internal_Scheduler.dispatch_time2) AS dispatch_time
    latest(Search_Activity.Internal_Scheduler.scheduled_time) AS scheduled_time
    Max(Search_Activity.Internal_Scheduler.total_run_time2) AS max_run_time
    Latest(Search_Activity.Internal_Scheduler.search_type2) As search_type
    Values(Search_Activity.Internal_Scheduler.info2) AS info
    latest(Search_Activity.Internal_Scheduler.user2) AS user
    latest(Search_Activity.Internal_Scheduler.app2) As app
    values(host) as host
    FROM DATAMODEL=GMC
    WHERE nodename=Search_Activity.Internal_Scheduler
    index=_internal
    AND Search_Activity.Internal_Scheduler.app2 = ""*global_monitoring_console""
    AND Search_Activity.Internal_Scheduler.search_type2 IN (""datamodel_acceleration"", ""scheduled"")
    earliest=-0d@d
    BY Search_Activity.Internal_Scheduler.savedsearch_name2 
| `gmc_drop_dm_object_name(Search_Activity.Internal_Scheduler)` 
| rename savedsearch_name2 As savedsearch_name 
| eval savedsearch_name=if(search_type=""datamodel_acceleration"", ""GMC Data Model"", savedsearch_name) 
| convert ctime(dispatch_time) ctime(scheduled_time) 
| `get_shcluster_label(host)` 
| `get_saved_searches_info(shcluster_label,app,savedsearch_name)` 
| `cron_descriptor(cron_schedule)` 
| table shcluster_label savedsearch_name description dispatch_as dispatch_earliest_time dispatch_latest_time cron_schedule cron_schedule_described allow_skew scheduled_time dispatch_time user info max_run_time realtime_schedule",0
"GMC-036","GMC Macros List with details",macros,GMC,"","| inputlookup splunk_rest_data_macros_sh_kv_store_lookup where app=""*global_monitoring_console"" 
| eval Macro_Class = case ( 
    match(title, ""_reference""), ""Gather Reference Info"", 
    match(title, ""_usage""), ""Gather Usage Info"", 
    match(title, ""^get_""), ""Gather Info"", 
    match(title, ""^rename_""), ""Fields Renames"", 
    match(title, ""^from_|^tstats_""), ""Get Data Model Data"", 
    match(title, ""^normalize_""), ""Normalize Fields"", 
    match(title, ""time""), ""Time Manipulation"", 
    match(title, ""^setup_""), ""Macros for GMC Setup Screen"", 
    match(title, ""^gmc_""), ""Various GMC Macros"") 
| fillnull value=""Other GMC Macros"" Macro_Class 
| `strftime_format(updated)` 
| table shcluster_label title Macro_Class description args updated 
| sort 0 title 
| `rename_macros_fields`",0
"GMC-037","GMC Dashboard List with details",dashboards,GMC,,"| inputlookup splunk_rest_data_ui_views_sh_kv_store_lookup where app=""*global_monitoring_console"" 
| eval Splunk_Tier = case ( match(label, ""IDX""), ""Indexer"", match(label, ""SH""), ""Search Head"", match(label, ""UF""), ""Forwarder"", true(), ""Other"") 
| table shcluster_label Splunk_Tier label description updated 
| `strftime_format(updated)` 
| `rename_dashboards_fields`",0
"GMC-038","GMC App Lookups with details",lookups,GMC,,"| inputlookup splunk_rest_admin_transforms_lookup_sh_kv_store_lookup where app=""*global_monitoring_console"" 
| `strftime_format(updated)` 
| eval Index=""GMC"" 
| lookup splunk_gmc_kb_csv_lookup Index Field_Name As Lookup OUTPUTNEW Field_Description 
| rename Field_Description As Description 
| table shcluster_label Lookup Type Description Filename Collection updated 
| `rename_lookup_fields`",0
"GMC-039","ES Cron Schedule Statistics using cron_schedule_map.csv",cron,"Scheduled_Jobs","This search uses an ES tabled shipped under SA-Utils/lookups/cron_schedule_map.csv","| from lookup:splunk_rest_saved_searches_sh_kv_store_lookup 
| where disabled=0 AND is_scheduled=1 AND cron_schedule!="""" AND isnotnull(cron_schedule) 
| search (NOT dispatch_earliest_time=rt* NOT dispatch_latest_time=rt* (savedsearch_name=""*Action History"" OR savedsearch_name=""*Gen"" OR savedsearch_name=""*Rule"")) 
| stats 
    values(savedsearch_name) as savedsearches 
    count by cron_schedule 
| lookup cron_schedule_map.csv cron_schedule OUTPUT c0,c5,c10,c15,c20,c25,c30,c35,c40,c45,c50,c55 
| eval c0=(c0 * count), c5=(c5 * count), c10=(c10 * count), c15=(c15 * count), c20=(c20 * count), c25=(c25 * count), c30=(c30 * count), c35=(c35 * count), c40=(c40 * count), c45=(c45 * count), c50=(c50 * count), c55=(c55 * count) 
| addcoltotals labelfield=savedsearches label=Total 
| fields + cron_schedule, savedsearches, count, c0, c5, c10, c15, c20, c25, c30, c35, c40, c45, c50, c55",0
"GMC-040","Splunk Cloud Virtual Core (SVC) Usage Analysis","svc,cloud,health_assessments",Usage,"Calculates SVC Usage by LOB","| tstats SUMMARIESONLY=TRUE ALLOW_OLD_SUMMARIES=True
    count As Num_Searches
    Sum(Search_Activity.Audit_Search.total_run_time1) AS total_run_time
    FROM DATAMODEL=GMC
    WHERE nodename=Search_Activity.Audit_Search
    index=_audit
    earliest=-4d@d latest=-0d@d
    AND Search_Activity.Audit_Search.total_run_time1 > 0
    BY _time span=1d host Search_Activity.Audit_Search.search_id1 Search_Activity.Audit_Search.search_type1 Search_Activity.Audit_Search.info1 Search_Activity.Audit_Search.user1 
| `gmc_drop_dm_object_name(Search_Activity.Audit_Search)` 
| rename info1 AS info, search_id1 As search_id , user1 As user , search_type1 As search_type 
| fields search_id host user search_type info total_run_time Num_Searches 
| stats 
    Sum(total_run_time) As user_total_run_time
    By _time user 
| eventstats sum(user_total_run_time) As grand_total_run_time 
| eval user_total_run_time_perc = user_total_run_time / grand_total_run_time 
| bin _time span=1d 
| join _time 
    [ search index=summary source=splunk-virtual-core-usage earliest=-30d@d latest=now 
    | bin _time span=1d 
    | stats 
        Max(total_util) As Utilization 
        Max(License) As License
        By _time] 
| eval svc_usage = user_total_run_time_perc * Utilization 
| `get_lm_a_account(user)` 
| lookup splunk_rest_identities_kv_store_lookup identity as user OUTPUTNEW emp_lob2 emp_dep 
| lookup splunk_rest_identities_kv_store_lookup identity as lm_a_account OUTPUTNEW emp_lob2 emp_dep 
| lookup splunk_identities_exceptions_sh_csv_lookup identity as user OUTPUTNEW emp_lob2 emp_dep 
| fillnull value=""NO-Market-Data"" emp_lob2 
| fillnull value=""NO-Department-Data"" emp_dep 
| search emp_lob2 IN (""*"") emp_dep IN (""*"") user IN (""*"") 
| stats 
    Sum(svc_usage) As svc_usage
    Dc(emp_dep) As Num_Departments
    Dc(user) As Num_Users
    Max(License) As License
    Max(Utilization) As Utilization
    Max(_time) As Day
    By emp_lob2 
| eval svc_perc = round(svc_usage/License *100, 2) 
| `ustime_format(Day)` 
| sort 0 - svc_usage 
| table emp_lob2 Num_Users Num_Departments svc_usage svc_perc Utilization License Day 
| rename emp_lob2 As ""Market"", emp_dep As Departments , svc_usage As ""SVC Usage"", svc_perc As ""SVC Usage %"", Num_Users As ""# of Users"", Num_Departments As ""# of Departments""",0
"GMC-041","Jobs that were disabled > 90 Days ago! (Please archive and Delete)","disabled,archive,health_assessments","Scheduled_Jobs","","index=`setup_summary_index` search_name=splunk_rest_saved_searches_sh_summary_data shcluster_label=""*"" disabled=1 
| eval days_last_updated=round((now() - updated) / 86400 , 0) 
| stats Latest(updated) As updated by shcluster_label app author savedsearch_name days_last_updated 
| `strftime_format(updated)` 
| where days_last_updated > 90
| stats count",0
"SPL-101","Index bucket info",buckets,Indexes,,"earliest=-30m index=_introspection component=indexes source=""/opt/splunk/var/log/introspection/disk_objects.log"" 
| dedup data.name host 
| stats sum(data.total_size) as indexSize min(data.bucket_dirs.home.event_min_time) as event_min_time max(data.bucket_dirs.home.event_max_time) as event_max_time sum(data.bucket_dirs.home.hot_bucket_count) as hot_bucket_count sum(data.bucket_dirs.home.warm_bucket_count) as warm_bucket_count sum(data.total_event_count) as total_event_count sum(data.total_raw_size) as total_raw_size sum(data.datamodel_summary_size) as DM_size by data.name 
| eventstats sum(indexSize) as totalDataSize count as indexCount 
| eval event_max_time=strftime(event_max_time,""%m/%d/%y %H:%M:%S"") 
| eval event_min_time=strftime(event_min_time,""%m/%d/%y %H:%M:%S"") 
| eval percOfTotal=('indexSize'/'totalDataSize')*100 
| fillnull value=0 
| sort - indexSize 
| eval ""Compression Rate""=(indexSize/total_raw_size)*100 
| rename data.name as ""Index Name"" event_max_time AS ""Latest Event"" event_min_time AS ""Earliest Event""",0
"GMC-074","Report Search Duration of any type","duration,health_assessments",SPL,"Report on search duration of any type","index=_audit TERM(action=search) ( TERM(info=completed) OR ( TERM(info=granted) apiStartTime ""search='search"")) NOT ""search_id='rsa_*"" 
| eval u=case( searchmatch(""user=splunk-system-user OR user=nobody OR search_id=*scheduler_*""), ""Scheduler"", searchmatch((""search_id='1*"")), ""AdHocUser"", 1=1, ""AdHocSaved"") 
| eval search_id=md5(search_id), 
    search_et=if(search_et=""N/A"", 0,
    search_et), search_lt=if(search_lt=""N/A"", exec_time, search_lt), 
    et_diff=case(exec_time>search_et, (exec_time-search_et)/60, 1=1, (search_lt-search_et)/60), searchStrLen=len(search) 
| stats partitions=10 
    sum(searchStrLen) AS searchStrLen
    count
    first(et_diff) AS et_diff
    first(u) as u
    values(search) AS search 
    BY search_id 
| search searchStrLen>0 et_diff=* count>1 
| eval et_range = case(et_diff<=0, ""WTF"", et_diff<2, ""0_1m"", et_diff<6, ""1_5m"", et_diff<11, ""2_10m"", et_diff<16, ""3_15m"", et_diff<=65, ""4_60m"", et_diff<=4*60+10, ""5_4h"", et_diff<=24*60+10, ""6_24h"", et_diff<=7*24*60+10, ""7_7d"", et_diff<=30*24*60+10, ""8_30d"", et_diff<=90*24*60+10, ""9_90d"", 1=1, ""10_>90d"") 
| chart count by et_range, u 
| eval Total=AdHocUser + AdHocSaved + Scheduler 
| eventstats sum(AdHocUser) AS uTotal sum(AdHocSaved) AS aTotal, sum(Scheduler) AS sTotal, sum(Total) AS tTotal 
| eval AdHocUserPerc=round((AdHocUser*100)/uTotal,3), AdHocSavedPerc=round((AdHocSaved*100)/aTotal,3), SchedulerPerc=round((Scheduler*100)/sTotal, 3), TotalPerc=round((Total*100)/tTotal, 3) 
| addcoltotals 
| eval et_range=if(isnull(et_range), ""8_Total"", et_range) 
| fields - aTotal sTotal tTotal, uTotal 
| rex mode=sed field=et_range ""s/\d+_(.*)/\1/g"" 
| accum TotalPerc AS TotalPercCumulative 
| eval TotalPercCumulative=if(TotalPercCumulative<101, round(TotalPercCumulative, 1), """")",0
"SPL-103","How Long is this Going to Take?",,SPL,,"#How Long is this Going to Take?#
source=history
| stats stdev(dur) as stdev, avg(dur) as avg
| eval soonest=avg-(3*stdev)
| eval latest=avg+(3*stdev)",0
"SPL-105","Calculate the relevancy of the search and sort the results in descending order",relevance,Miscellaneous,,"... disk error | relevancy | sort -relevancy",0
"SPL-106","Error Search Broken Down by Sourcetype",error,Miscellaneous,,"... error OR failed OR severe OR ( sourcetype=* ( 404 OR 500 OR 503 ) )| timechart count by host",0
"SPL-107","Return the average for each hour, of any unique field that ends with the string lay (for example, delay, xdelay, relay, etc)","avg,os,stats",Miscellaneous,"Return the average for each hour, of any unique field that ends with the string ""lay"" (for example, delay, xdelay, relay, etc)","... |  stats avg(*lay) BY date_hour",0
"SPL-108","Save the running total of count in a field called total_count",accum,Miscellaneous,"Save the running total of ""count"" in a field called ""total_count""","... | accum count AS total_count",0
"SPL-109","Calculate the sums of the numeric fields of each result",addtotals,SPL,"Put the sums in the field sum","... | addtotals fieldname=sum",0
"SPL-110","Return the average (mean) size for each distinct host",mean,Miscellaneous,"Return the average (mean) ""size"" for each distinct ""host""","... | chart avg(size) by host",0
"SPL-111","Return the ratio of the average (mean) size to the maximum delay for each distinct host and user pair","avg,delay,eval,os",SPL,"","... | chart eval(avg(size)/max(delay)) by host user",0
"SPL-112","Return the the maximum delay by size","bins,bucket",SPL,"where ""size"" is broken down into a maximum of 10 equal sized buckets","... | chart max(delay) by size bins=10",0
"SPL-114","Compute the difference between count and its previous value and store the result in countdiff","countdiff,delta",Miscellaneous,"","... | delta count AS countdiff",0
"SPL-115","Extracts out values like 7/01, putting them into the monthday attribute","erex,extract,rex",Miscellaneous,"Extracts out values like ""7/01"", putting them into the ""monthday"" attribute","... | erex monthday examples=""7/01""",0
"SPL-116","Comparing equal time ranges in one report",compare,SPL,"1 day is 86,400 seconds","... | eval _time = _time + 86400",0
"SPL-117","Extract field/value pairs pipe delimited","delim,extract",SPL,"Values of fields that are delimited by ""=:""","... | extract pairdelim=""|;"", kvdelim=""=:"", auto=f",0
"SPL-119","Return the first 20 results","head,top",Miscellaneous,,"... | head 20",0
"SPL-120","Highlight the terms login and logout",highlight,Miscellaneous,"Highlight the terms ""login"" and ""logout""","... | highlight login,logout",0
"SPL-123","Output the _raw field of your current search into _xml",output,Miscellaneous,"Output the ""_raw"" field of your current search into ""_xml""","... | outputtext",0
"SPL-124","Change any host value that ends with localhost to localhost","replace,web",SPL,"","... | replace *localhost with localhost in host",0
"SPL-125","Reverse the order of a result set",reverse,Miscellaneous,,"... | reverse",0
"SPL-126","REX Command Example",rex,Commands,"REX in the Search Bar - <<The field comes out as aaa in the interesting fields section>>. Your regex (between the """") needs to be correct for your sample to extract a value.","... | rex field=_raw ""\,\d\d\d\s(?<aaa>[^\s]+)""",0
"SPL-128","Anonymize the current search results",scrub,SPL,"","... | scrub",0
"SPL-129","Send search results to the specified email",email,Miscellaneous,,"... | sendemail to=""youremail@youraddress.com""",0
"SPL-130","Sort results by ip value in ascending order and then by url value in descending order",sort,Miscellaneous,"Sort results by ""ip"" value in ascending order and then by ""url"" value in descending order","... | sort ip, -url",0
